"id","createdby","createddate","modifiedby","modifieddate","brand","description","name","price","short_description","thumbnail","unit_in_stock","category_id","brand_id","discount","rating_average"
28,NULL,"2022-03-16 14:12:55.441",NULL,NULL,"Asus","Bàn phím cơ Corsair K95 RGB PLATINUM XT Mx Speed  được thiết kế và sản xuất bởi hang Corsair - 1 công ty tại Mỹ chuyên thiết kế, sản xuất các bàn phím, chuột, tai nghe và ghế gaming, đang được ưa chuộng bởi các game thủ Việt hiện nay do thiết kế hiện đại, bắt mắt với giá thành hợp lý.  được thiết kế với khung được làm từ chất liệu chắc chắn, bền bỉ, mượt mà, được mạ xám cùng với các đường vân dải sang ngang mang đến kiểu dáng mạnh mẽ. Cùng với các keycap được làm từ nhựa cao cấp đảm bảo tuổi thọ lâu dài cho thiết bị, không bị mờ phím sau thời gian dài.","Bàn phím cơ Corsair K95 RGB PLATINUM XT Mx Speed (CH-9127414-NA)",4590000.0,"",7095160,50,2,2,NULL,NULL
29,NULL,"2022-03-16 14:13:01.257",NULL,NULL,"Xbox","Tay cầm Microsoft Xbox AP4N6-00003 là dạng tay cầm chính thức của máy chơi game console Xbox One thuộc thương hiệu Xbox của Microsoft (là thương hiệu gaming nổi tiếng trên toàn thế giới được thành lập và sở hữu bởi Microsoft mang đến 3 máy console ở thế hệ 6,7 và 8, thương hiệu được giới thiệu đầu tiên vào tháng 11 năm 2001 tại Mỹ cùng với sự ra máy của máy Xbox Console gaming độc quyền đầu tiên) với thiết kế tổng quát giống với tay cầm của máy","Tay cầm Game pad không dây Microsoft Xbox CNTRLLR CABLE FOR PC WIN YI AP",1549000.0,NULL,7095161,69,5,7,NULL,NULL
30,NULL,"2022-03-16 14:14:13.816",NULL,NULL,"Asus","Bàn phím cơ ASUS Strix Flare PNK Ltd được thiết kế và sản xuất bởi hãng Asus Inc. - một tập đoàn đa quốc gia, được đặt trụ sở tại Đài Loan, chuyên cung cấp các mặt hàng điện tử như bo mạch chủ, laptop, điện thoại di động, phụ kiện chất lượng dành cho game thủ. Các sản phẩm đến từ Asus thường được giới game thủ đánh giá cao về mặt chất lượng lẫn giá cả.","Bàn phím cơ ASUS Strix Flare PNK Ltd (Fullsize/Cherry MX Blue) (Xám, Hồng)",4390000.0,"",7095172,50,2,2,NULL,NULL
31,NULL,"2022-03-16 14:14:29.405",NULL,NULL,"PlayStation","Sony Playstation PS5 DUALSENSE là thiết bị cao cấp được hỗ trợ nhiều tính năng hiện đại nhằm mang đến cảm giác chân thực mỗi khi bạn chơi game. Với mức giá không quá đắt, chiếc tay cầm PS5 DUALSENSE sẽ là sự lựa chọn tuyệt vời đáng để mọi game thủ đầu tư, để nâng cao trải nghiệm chơi game với những tiện ích hỗ trợ ấn tượng.","Tay cầm Game Pad Sony Playstation PS5 DUALSENSE",1999000.0,NULL,7095174,69,5,8,NULL,NULL
32,NULL,"2022-03-16 14:15:37.12",NULL,NULL,"Logitech","Hệ điều hành tương thích: Windows 10, 8, 7, Vista, Thiết kế sử dụng cho máy tính Desktop / Laptop / Television OS*, Sử dụng tín hiệu không dây bằng USB Receiver và nguồn điện sử dùng là PIN: AAA","Tay cầm Game pad Logitech F710 (Bạc)",799000.0,NULL,7095179,50,5,3,NULL,NULL
33,NULL,"2022-03-16 14:15:44.666",NULL,NULL,"Corsair","Nếu nói keyset PBT double-shot là làn da “trắng như tuyết” thì Cherry® MX Speed RGB chính là ""hào quang của một Hoàng hậu"". Để theo tone Bạch Tuyết này, Corsair K70 RGB MK.2 SE đã dùng tấm plate nhôm màu trắng bạc và giữ nguyên thiết kế không viền (borderless) truyền thống, từ đó plate nhôm trở thành bộ khung nổi bật của bàn phím. Rất dễ dàng nhận thấy dưới ánh sáng mạnh, màu trắng kim loại của plate Corsair K70 RGB MK.2 SE càng sáng trắng. Kết hợp với chất liệu nhựa PBT màu trắng tạo thành một tone thiên sáng những không thiếu đi tương phản.","Bàn phím cơ CORSAIR K70 MK.2 SE RGB MX (Full size/Cherry MX Speed/RGB) CH-9109114-NA",4450000.0,"",7095181,50,2,9,NULL,NULL
34,NULL,"2022-03-16 14:16:40.047",NULL,NULL,"Xbox","Tay cầm Gamepad không dây Xbox Wireless Controller + USB-C (Đen) là dạng tay cầm chính thức của máy chơi game  được thiết kế tổng quát giống với tay cầm của máy Xbox 360 nhưng được tinh chỉnh về hình dạng, các núm analog, các nút vai và cò (trigger) được thiết kế lại cùng với các động cơ rung bên trong mang đến độ phản hồi chính xác cho các tình tiết gay cấn trong game.","Tay cầm Gamepad không dây Xbox Wireless Controller + USB-C (Đen)",1890000.0,NULL,7095186,50,5,7,NULL,NULL
35,NULL,"2022-03-16 14:17:24.596",NULL,NULL,"Logitech","Bàn phím Logitech sẽ là một chiến binh vô cùng mạnh đồng hành với các game thủ trong mỗi trận đấu. Bàn phím Logitech G913 TKL HARPY LINEAR RGB Gaming là một điển hình cho công nghệ LightSpeed. GL LINEAR có cú nhấn phím êm ái, mượt mà hoạt động êm ái của phím switch thấp (linear) lý tưởng cho các cú nhấn đúp và nhanh liên tiếp, khiến chúng rất tuyệt vời cho các trò chơi MMO và hành động.","Bàn phím Logitech G913 TKL HARPY LINEAR RGB Gaming",4690000.0,"",7095191,50,2,3,NULL,NULL
36,NULL,"2022-03-16 14:17:25.594",NULL,NULL,"Xbox","Tay cầm Microsoft Xbox AP4N6-00003 là dạng tay cầm chính thức của máy chơi game console Xbox One thuộc thương hiệu Xbox của Microsoft (là thương hiệu gaming nổi tiếng trên toàn thế giới được thành lập và sở hữu bởi Microsoft mang đến 3 máy console ở thế hệ 6,7 và 8, thương hiệu được giới thiệu đầu tiên vào tháng 11 năm 2001 tại Mỹ cùng với sự ra máy của máy Xbox Console gaming độc quyền đầu tiên) với thiết kế tổng quát giống với tay cầm của máy Xbox 360 nhưng được tinh chỉnh về thiết kế như sửa đổi lại về hình dạng, các núm analog, các nút vai và cò (trigger) được thiết kế lại cùng với các động cơ rung bên trong các cò mang đến độ phản hồi chính xác cho các tình tiết gay cấn trong game.","Tay cầm Game pad không dây Microsoft Xbox CNTRLLR CABLE FOR PC WIN YI AP",1790000.0,NULL,7095192,50,5,7,NULL,NULL
37,NULL,"2022-03-16 14:20:04.555",NULL,NULL,"Asus","Rog Strix Scope TKL Red Switch là loại bàn phím cơ chuyên dụng dành cho các game thủ với thiết kế Xccurate - phím Ctrl cực rộng, giúp bạn dễ dàng cảm nhận và nhấn chính xác hơn trong game FPS. Đây sẽ là người bạn hỗ trợ đắc lực để bạn chinh phục được mọi đỉnh cao. ROG Strix Scope TKL là bàn phím cơ chơi game thuộc dạng cao cấp với kích thước nhỏ nhằm tạo thêm không gian trên mặt bàn để người dùng có thể di chuyển chuột thoải mái hơn. Thiết kế Xccurate với phím Ctrl cực rộng giúp mọi thao tác trong các game FPS của bạn trở nên chính xác hơn.","Bàn phím cơ Asus Rog Strix Scope TKL Red Switch",2690000.0,"",7095205,50,2,2,NULL,NULL
38,NULL,"2022-03-16 14:20:22.109",NULL,NULL,"Acer","Acer Aspire M230 UX.VQVSI.145 là bộ máy tính phổ thông của Acer, sử dụng CPU Intel Core với 4GB bộ nhớ, đáp ứng tốt công việc văn phòng, và các nhu cầu sử dụng hàng ngày như lướt web, xem video, giải trí nhẹ.","Máy tính để bàn - PC Acer Aspire M230 UX.VQVSI.145 (i5-8400/4GB/1TB HDD/UHD 630/Endless)",11990000.0,NULL,7095210,50,6,4,NULL,NULL
39,NULL,"2022-03-16 14:21:12.784",NULL,NULL,"Logitech","Logitech G913 TKL HARPY TACTILE RGB Gaming là một điển hình cho công nghệ LightSpeed. GL TACTILE Nhấn phím trực quan có thể cảm nhận rõ phím switch tactle đem lại phản hồi tinh tế trong khoảnh khắc nhấn cho phản hồi chính xác ngay lập tức – lý tưởng cho các trận thi đấu và FPS. Logitech G913 TKL HARPY TACTILE RGB Gaming với thiết kế siêu mỏng bằng từ 1/2 các loại bàn phím cơ thông thường khác. Đặc biệt hơn đó chính là vật liệu sử dụng để làm vỏ phím vô cùng đặc biệt, thoải mái khi sử dụng và dễ dàng mang đi với thiết kế mỏng nhẹ và chắc chắn.","Bàn phím Logitech G913 TKL HARPY TACTILE RGB Gaming",4590000.0,"",7095224,50,2,3,NULL,NULL
40,NULL,"2022-03-16 14:21:27.095",NULL,NULL,"Acer","PC Acer Aspire XC-885 DT.BAQSV.027 là bộ máy tính phổ thông của Acer, sử dụng CPU Intel Core với 4GB bộ nhớ, đáp ứng tốt công việc văn phòng, và các nhu cầu sử dụng hàng ngày như lướt web, xem video, giải trí nhẹ.","PC Acer Aspire XC-885 DT.BAQSV.027 (i3-9100/4GB/1TB HDD/UHD 630/Win10)",10890000.0,NULL,7095236,50,6,4,NULL,NULL
41,NULL,"2022-03-16 14:23:01.506",NULL,NULL,"Logitech","Logitech G913 TKL HARPY TACTILE RGB Gaming là một điển hình cho công nghệ LightSpeed. GL TACTILE Nhấn phím trực quan có thể cảm nhận rõ phím switch tactle đem lại phản hồi tinh tế trong khoảnh khắc nhấn cho phản hồi chính xác ngay lập tức – lý tưởng cho các trận thi đấu và FPS. Logitech G913 TKL HARPY TACTILE RGB Gaming với thiết kế siêu mỏng bằng từ 1/2 các loại bàn phím cơ thông thường khác. Đặc biệt hơn đó chính là vật liệu sử dụng để làm vỏ phím vô cùng đặc biệt, thoải mái khi sử dụng và dễ dàng mang đi với thiết kế mỏng nhẹ và chắc chắn.","Bàn phím Logitech G913 TKL HARPY TACTILE RGB Gaming",4590000.0,"",7095247,50,2,3,NULL,NULL
42,NULL,"2022-03-16 14:23:01.915",NULL,NULL,"Acer","PC Acer Aspire TC-865 (DT.BARSV.00B)  sở hữu vẻ ngoài mạnh mẽ với các góc cạnh được thiết kế vô cùng tinh xảo, phù hợp lắt đặt và sử dụng trong các văn phòng tại công ty hoặc phòng làm việc tại nhà của bạn. Bên trong khung máy được thiết kế khá rộng rãi cung cấp nhiều không gian để nâng cấp sau này.","PC Acer Aspire TC-865 (DT.BARSV.00B) (i5-9400/4GB/1TB HDD/UHD 630/Endless)",11890000.0,NULL,7095248,50,6,4,NULL,NULL
43,NULL,"2022-03-16 14:23:55.439",NULL,NULL,"Apple","Máy tính để bàn/ PC Mac Mini 2020 Z12P000HK là bộ máy tính cao cấp được Apple trang bị chip độc quyền thế hệ mới mang đến hiệu năng mạnh mẽ hơn bao giờ hết. Với cấu hình ấn tượng cùng thiết kế sang trọng, đây sẽ là bộ PC chất lượng đáng để bạn đầu tư nếu có nhu cầu sử dụng hiệu năng cao trong công việc thiết kế đồ họa hoặc chơi game giải trí. Máy tính để bàn/ PC Mac Mini 2020 Z12P000HK sở hữu thiết kế màu bạc sang trọng với logo quả táo quen thuộc tạo điểm nhấn thu hút mọi ánh nhìn. Với kích thước 19.7 x 19.7 x 3.6 cm cùng trọng lượng 1.2 kg, bộ PC trở nên thật gọn nhẹ để bạn có thể dễ dàng di chuyển đến các vị trí khác.","PC APPLE Mac Mini 2020 Z12P000HK(Apple M1/16GB/512GBSSD/Mac OS/WiFi 802.11ax)",29990000.0,NULL,7095252,50,6,1,NULL,NULL
44,NULL,"2022-03-16 14:24:17.293",NULL,NULL,"Corsair","Nếu bạn đang tìm kiếm một bàn phím có thể mang lại một trải nghiệm tuyệt vời, cho các thao tác được thực hiện trơn tru thì bàn phím cơ Corsair K60 PRO SE Mx VIOLA RGB Led (CH-910D119-NA) là một sản phẩm không thể bỏ qua. Đây là sự lựa chọn tốt dành cho các bạn muốn nâng cấp phụ kiện PC. Bàn phím cơ Corsair K60 PRO SE Mx VIOLA RGB Led (CH-910D119-NA) đến từ thương hiệu CORSAIR. Mang cho mình triết lý thiết kế hiện đại, chiếc bàn phím khoác một lớp áo ấn tượng cùng những đường nét sắc sảo và sắp xếp thông minh.","Bàn phím cơ Corsair K60 PRO SE Mx VIOLA RGB Led (CH-910D119-NA)",2450000.0,"",7095255,50,2,9,NULL,NULL
45,NULL,"2022-03-16 14:24:49.47",NULL,NULL,"Asus","Asus VF222F (i5 10210U/8GB/512GB/WL+BT/KB+M/Win10/White/21.5"" FHD) (V222FAK-WA149T) là dòng PC cao cấp của thương hiệu nhà Asus, với phong cách thiết kế sang trọng, phong cách, đi đôi với cấu hình chip Core i5-10210U khá khỏe bên trong trong, hứa hẹn sẽ mang đến cho bạn những trải nghiệm vô cùng ấn tượng.","PC ASUS VF222F V222FAK-WA149T(21.5""Full HD/Intel Core i5-10210U/8GB/512GBSSD/Windows 10 Home SL 64-bit/WiFi 802.11ac",15990000.0,NULL,7095259,50,6,2,NULL,NULL
46,NULL,"2022-03-16 14:26:25.706",NULL,NULL,"Asus","PC ASUS AIO V241E V241EAT-BA066T là dòng PC cao cấp của thương hiệu nhà Asus, với phong cách thiết kế sang trọng, phong cách, đi đôi với cấu hình chip Core i5-10210U khá khỏe bên trong trong, hứa hẹn sẽ mang đến cho bạn những trải nghiệm vô cùng ấn tượng.","PC ASUS AIO V241E V241EAT-BA066T(23.8""Full HD/Intel Core i3-1115G4/8GB/512GBSSD/Windows 10 Home SL 64-bit/WiFi 802.11ac)",15990000.0,NULL,7095265,50,6,2,NULL,NULL
47,NULL,"2022-03-16 14:27:22.64",NULL,NULL,"Asus","ASUS VivoMini UN62-M3240M (90MS00A1-M02410) là sản phẩm máy tính để bàn mini dành cho những người sử dụng cần một chiếc máy tính để đặt trong phòng khách hoặc góc làm việc có diện tích nhỏ.","Máy tính để bàn - PC ASUS VivoMini UN62-M3240M 90MS00A1-M02410 (i3-4010U/HD 4400)",4990000.0,NULL,7095267,50,6,2,NULL,NULL
48,NULL,"2022-03-16 14:28:06.41",NULL,NULL,"Asus","PC Asus PN40-BBC061MV là chiếc máy tính bàn thế hệ mới mang lại hiệu suất cực mạnh mẽ mà không làm ồn nhờ bộ xử lý Intel Celeron J4005. Kích thước của chiếc PC này lại vô cùng gọn nhẹ với khối lượng ấn tượng chỉ 0.7kg thật dễ dàng di chuyển và lắp đặt. Đây là sản phẩm lý tưởng phục vụ cho cả công việc và giải trí.","PC ASUS PN40 BBC061MV(Intel Celeron J4005/WiFi 802.11ac)",4490000.0,NULL,7095268,50,6,2,NULL,NULL
49,NULL,"2022-03-16 14:28:47.217",NULL,NULL,"Asus","Máy tính để bàn - PC ASUS S340MC (S340MC-0G5400060T) (Pentium G5400/4GB/1TB HDD/UHD 610/Win10)","Máy tính để bàn - PC ASUS S340MC (S340MC-0G5400060T) (Pentium G5400/4GB/1TB HDD/UHD 610/Win10)",7890000.0,NULL,7095270,50,6,2,NULL,NULL
50,NULL,"2022-03-16 14:29:20.751",NULL,NULL,"Corsair","Màng loa ASUS Essence độc quyền, công nghệ buồng kín âm và công nghệ dò tín hiệu âm thanh để mang lại trải nghiệm âm thanh đắm chìm, - Hỗ trợ đa nền tảng đối với PC, Mac, PS4, Nintendo Switch và các thiết bị di động, Tiện nghi hơn với đệm tai nghe ROG Hybrid hình chữ D được thiết kế công thái học","Tai nghe Over-ear Asus ROG Delta Core",2890000.0,"",7095271,50,3,9,NULL,NULL
51,NULL,"2022-03-16 14:29:34.095",NULL,NULL,"Dell","PC Dell OptiPlex 3080 Tower 70233227 được tích hợp cấu hình linh hoạt Intel Core i3-10100 và bộ nhớ 4GB RAM cùng nhiều tính năng mới hoạt động năng suất hơn. Với thiết kế khá thu hút cùng tầm giá phải chăng, chiếc máy tính để bàn này sẽ là lựa chọn hoàn hảo cho không gian làm việc của bạn.","PC Dell OptiPlex 3080 Tower 70233227(Intel Core i3-10100/4GB/1TBHDD/",9690000.0,NULL,7095272,50,6,5,NULL,NULL
52,NULL,"2022-03-16 14:30:28.772",NULL,NULL,"Dell","Máy tính để bàn PC Dell Inspiron 3881 MT 0K2RY1 sở hữu vẻ ngoài sang trọng, đẹp mắt và có các tính năng nổi bật đảm bảo sẽ mang đến những trải nghiệm tốt nhất dành cho người dùng khi sử PC Dell Inspiron 3881 MT 0K2RY1 khi xử lý đồ họa, công việc hoặc game phù hợp cho nhiều nhu cầu sử dụng.","PC Dell Inspiron 3881 MT 0K2RY1(Intel Core i3-10100/8GB/1TBHDD/Windows 10 Home SL 64-bit/DVD/CD RW/WiFi 802.11ac)",9990000.0,NULL,7095274,50,6,5,NULL,NULL
53,NULL,"2022-03-16 14:31:13.368",NULL,NULL,"HP","CPU: Intel Core i3-8100 (3.6 GHz/6MB/4 nhân, 4 luồng)
- RAM: 1 x 8GB DDR4 2666MHz (2 Khe cắm, Hỗ trợ tối đa 16GB)
- Đồ họa: Intel UHD Graphics 630
- Lưu trữ: 1TB HDD 7200RPM
","Máy tính để bàn PC HP EliteDesk 800 G4 (4SA37PA) (Intel Core i3-8100 3.6 GHz/8GB RAM/1TB/Intel UHD Graphics 630/Free DOS)",9590000.0,NULL,7095290,50,6,10,NULL,NULL
54,NULL,"2022-03-16 14:31:27.6",NULL,NULL,"Corsair","Tai nghe Corsair HS70 PRO WIRELESS SE Cream (CA-9011210-AP) là dòng tai nghe không dây, đây là phiên bản tiếp nối 2 bản HS60 và HS50. Chỉ với mức giá tầm 2 đến 3 triệu đồng, bạn đã sở hữu được chiếc tai nghe khá chất lượng dành cho game thủ. Cùng khám phá xem những chiếc tai nghe này có những đặc điểm nổi bật nào.","Tai nghe Corsair HS70 PRO WIRELESS SE Cream (CA-9011210-AP)",1890000.0,"",7095297,50,3,9,NULL,NULL
55,NULL,"2022-03-16 14:32:03.866",NULL,NULL,"HP","CPU: Intel Core i5-10400 (2.90 GHz - 4.30 GHz/12MB/6 nhân, 12 luồng)
- RAM: 1 x 8GB DDR4 2666MHz (2 Khe cắm, Hỗ trợ tối đa 32GB)
- Đồ họa: Intel UHD Graphics 630
- Lưu trữ: 512GB M.2 NVMe SSD/
","PC HP Pavilion TP01-1114d 180S4AA(Intel Core i5-10400/8GB/512GBSSD/Windows 10 Home SL 64-bit/DVD/CD RW/WiFi 802.11ac)",14590000.0,NULL,7095302,50,6,10,NULL,NULL
56,NULL,"2022-03-16 14:32:24.484",NULL,NULL,"HP","CPU: Intel Pentium G6405 (4.10 GHz/4MB/2 nhân, 4 luồng)
- RAM: 1 x 4GB DDR4 2666MHz (2 Khe cắm,
- Đồ họa: Intel UHD Graphics 610
- Lưu trữ: 256GB M.2 NVMe SSD/
- Bàn phím + Chuột có dây
","PC HP S01-pF1003d 46J93PA(Intel Pentium G6405/4GB/256GBSSD/Windows 10 Home SL 64-bit/DVD/CD RW/WiFi 802.11ac)",7390000.0,NULL,7095307,50,6,10,NULL,NULL
57,NULL,"2022-03-16 14:32:35.842",NULL,NULL,"Corsair","Tai nghe chơi game không dây Corsair VOID ELITE Surround 7.1 Cherry (CA-9011206-AP) là dòng tai nghe có dây. Chỉ với mức giá không quá cao, bạn đã sở hữu được chiếc tai nghe khá chất lượng dành cho game thủ. Cùng khám phá xem những chiếc tai nghe này có những đặc điểm nổi bật nào.","Tai nghe chơi game Corsair VOID ELITE Surround 7.1 Cherry (CA-9011206-AP)",2399000.0,"",7095309,50,3,9,NULL,NULL
58,NULL,"2022-03-16 14:32:59.913",NULL,NULL,"HP","280 Pro G5 SFF 1C4W3PA sở hữu vẻ ngoài sang trọng, đẹp mắt và hiệu suất hoàn hảo cùng giá thành hợp lý chắc chắn sẽ là sản phẩm đáng tin cậy của doanh nghiệp, cá nhân khi sử dụng. Máy tính để bàn PC HP 280 Pro G5 SFF 1C4W3PA có thiết kế sang trọng, lấy màu đen chủ đạo với các đường vân sọc chéo. Ngoài ra, thiết kế cũng rất tiện dụng với ổ đĩa quang, ổ kết nối ngay mặt ngoài.","PC HP 280 Pro G5 SFF 1C4W3PA(Intel Core i5-10400/4GB/256GBSSD/Windows 10 Home SL 64-bit/DVD/CD RW/WiFi 802.11ac)",12190000.0,NULL,7095314,50,6,10,NULL,NULL
59,NULL,"2022-03-16 14:33:43.49",NULL,NULL,"SteelSeries","SteelSeries vốn đã khá nổi tiến trên thị trường bắt nguồn từ dòng tai nghe Siberia v1/v2/v3 được rất nhiều game thủ trên thế giới ưa chuộng tiếp đến là các dòng Siberia 150/350/650/800/840 đem lại nhiều cải thiện về chất lượng âm thanh và microphone. Mới đây, SteelSeries tiếp tục cho ra mắt dòng tai nghe mới nhất của mình là Arctis 3/5/7 với thiết kế, chất liệu earpads và headband mới, với khả năng hoạt động qua cổng cắm USB hoặc 3.5mm giúp cho dòng tai nghe Arctis có thể hoạt động trên mọi loại thiết bị (PC, MAC, PlayStaion, Xbox, VR headsets và các thiết bị di động khác) kèm theo đó là các tính năng như DTS 7.1 Surround Sound thường thấy ở các dòng tai nghe chơi game cao cấp.","Tai nghe Over-ear SteelSeries Arctis 5 (Đen)",2399000.0,"",7095328,50,3,11,NULL,NULL
60,NULL,"2022-03-16 14:35:07.975",NULL,NULL,"MSI","Màn hình LCD MSI PRO MP271 sở hữu tấm màn rộng 27inch với thiết kế tổng thể nhìn toát lên vẻ đẹp hiện đại, tinh tế. Thiết kế viền màn hình siêu mỏng, chân đế là một khối tròn dẹt cách điệu nhằm tiết kiệm diện tích tiếp xúc nhưng vẫn đảm bảo độ chắc chắn, an toàn cho màn hình.","Màn hình LCD MSI PRO MP271 (1920 x 1080/IPS/75Hz/5 ms)",4490000.0,NULL,7095654,69,6,6,NULL,NULL
